comune,elettori,votanti,percentuale
Acate,7109,3011,42.35
Chiaramonte Gulfi,7526,3716,49.38
Comiso,25939,12637,48.72
Giarratana,3440,1474,42.85
Ispica,13787,6705,48.63
Modica,47024,24876,52.9
Monterosso Almo,3172,1438,45.33
Pozzallo,17447,7258,41.6
Ragusa,61957,31327,50.56
Santa Croce Camerina,7947,3465,43.6
Scicli,21962,10704,48.74
Vittoria,50257,20446,40.68
