sezione,votanti,votantiUomini,votantiDonne,ubicazione,numeroElettori,affluenzaPercentuale
431,151,0,0,"SCUOLA PRIMARIA ""D'ANGELO PAOLO EMILIO"" VIA S.LORENZO N.295",1044,14.4636015326
463,136,0,0,"SCUOLA SECOND.I GR.E PRIM.""VERDI"" VIA CASELLA ALFREDO N.35",942,14.4373673036
163,161,0,0,"SCUOLA PRIMARIA ""IGNAZIO BUTTITTA"" VIA CIMABUE GIOVANNI N.20",1118,14.4007155635
107,128,0,0,"SCUOLA PRIMARIA ""F.CRISPI"" INGR.PAD.2 VIA BARISANO DA TRANI N.7",889,14.398200225
563,139,0,0,"SCUOLA PRIMARIA ""SAN DOMENICO SAVIO"" VIALE DELLA RESURREZIONE N.1",967,14.3743536711
189,151,0,0,"SCUOLA PRIMARIA ""BORGO ULIVIA"" VIA ORTIGIA N.19",1054,14.3263757116
400,109,0,0,"SCUOLA SECOND.DI I GRADO ""BORGESE"" PIAZZA FERRINI CONTARDO N.13",761,14.3232588699
195,128,0,0,SCUOLA DELL'INFANZIA ZS 10 VIA PALAZZOTTO F.P. E G.B. N. 5,894,14.3176733781
123,124,0,0,"SCUOLA PRIMARIA ""MONTEGRAPPA"" VIA ROCCELLA GUSTAVO N.37",868,14.2857142857
376,105,0,0,"SCUOLA SECOND.DI I GRADO ""BORGESE"" PIAZZA FERRINI CONTARDO N.13",735,14.2857142857
166,132,0,0,"SCUOLA PRIMARIA ""MARVUGLIA"" VIA RALLO ALBERTO N.9",932,14.1630901288
578,155,0,0,"SCUOLA SECOND.I GR. ""LEONARDO DA VINCI"" VIA DI GIORGI FERDINANDO N.48",1096,14.1423357664
125,130,0,0,"SCUOLA SECOND. DI I GRADO ""MATTARELLA"" VIA BONAGIA N.14",921,14.115092291
355,131,0,0,"SCUOLA PRIMARIA ""BRAGAGLIA"" VIA BRAGAGLIA MARINELLA N.23",929,14.1011840689
23,136,0,0,"SCUOLA PRIMARIA ""ETTORE ARCULEO"" VIA SCHIFANI VITO N.3",965,14.0932642487
498,141,0,0,"SCUOLA PRIMARIA ""RIZZO"" VIA SERGIO PAPA I N.21/D",1001,14.0859140859
110,127,0,0,"SCUOLA SECOND. DI I GRADO ""MATTARELLA"" VIA BONAGIA N.14",902,14.0798226164
27,131,0,0,"SCUOLA PRIMARIA ""IGNAZIO BUTTITTA"" VIA CIMABUE GIOVANNI N.20",932,14.0557939914
21,142,0,0,"SCUOLA PRIMARIA E INFANZIA ""M.GANDHI"" VIA SARDEGNA N.55",1011,14.0454995054
467,126,0,0,"SCUOLA PRIMARIA ""BRAGAGLIA"" VIA BRAGAGLIA MARINELLA N.23",898,14.0311804009
236,131,0,0,"SCUOLA SECOND.I GR.""LEONARDO DA VINCI"" VIA SERRADIFALCO N.190",934,14.0256959315
204,132,0,0,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40",943,13.9978791092
4,161,0,0,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1",1152,13.9756944444
170,154,0,0,"SCUOLA SECOND. DI I GRADO ""PIAZZI"" VIA RUTELLI MARIO N.50",1103,13.9619220308
165,109,0,0,"SCUOLA SECOND.I GR. ""LEONARDO DA VINCI"" VIA DI GIORGI FERDINANDO N.48",781,13.9564660691
48,143,0,0,"SCUOLA DELL'INFANZIA ""PALADINI"" PIAZZA CELLINI BENVENUTO N.4",1025,13.9512195122
167,133,0,0,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40",955,13.9267015707
151,94,0,0,"SCUOLA PRIMARIA ""ETTORE ARCULEO"" VIA SCHIFANI VITO N.3",675,13.9259259259
331,121,0,0,"SCUOLA PRIM.""ILARIA ALPI""(A CROCEVERDE) CORSO DEI MILLE N.1672",869,13.9240506329
261,111,0,0,"SCUOLA PRIMARIA ""AMARI"" VIA INGRASSIA GIAN FILIPPO N.33",798,13.9097744361
340,126,0,0,"SCUOLA SECOND.DI I GRADO ""MAZZINI"" VIA DE MARIA FEDERICO N.36",906,13.9072847682
537,114,0,0,"SCUOLA PRIMARIA E DELL'INF.""IEVOLELLA"" VIA SERRADIFALCO N.3",822,13.8686131387
113,141,0,0,"SCUOLA ELEMENTARE ""CASTROGIOVANNI"" VIA CRISTODULO AMMMIRAGLIO N.3",1017,13.8643067847
430,143,0,0,"SCUOLA SECOND. DI I GRADO ""MATTARELLA"" VIA BONAGIA N.14",1032,13.8565891473
264,162,0,0,"SCUOLA PRIMARIA ""TEN. ONORATO"" VIA TACITO N.34",1172,13.8225255973
509,133,0,0,"SCUOLA PRIMARIA ""F.SCO ORESTANO"" VIA S.CIRO N.48",964,13.7966804979
450,133,0,0,"SCUOLA PRIMARIA ""VERGA"" VIA UDITORE N.21",967,13.7538779731
219,143,0,0,"DIREZIONE DIDATTICA ""CAPUANA"" VIA NARBONE ALESSIO N.55",1041,13.7367915466
584,159,0,0,"SCUOLA ELEMENTARE ""CASTROGIOVANNI"" VIA CRISTODULO AMMMIRAGLIO N.3",1158,13.7305699482
92,117,0,0,"SCUOLA PRIMARIA ""PALAGONIA"" VIA PRINCIPE DI PALAGONIA N.46",853,13.7162954279
360,134,0,0,"SCUOLA PRIMARIA ""VITTORINO DA FELTRE"" Corso Calatafimi n. 1035",977,13.7154554759
251,120,0,0,"SCUOLA PRIMARIA ""LOMBARDO RADICE"" CORSO CALATAFIMI N.241",875,13.7142857143
336,136,0,0,"SCUOLA PRIMARIA ""BORGO ULIVIA"" VIA ORTIGIA N.19",992,13.7096774194
372,101,0,0,"SCUOLA PRIMARIA ""DE AMICIS E"" VIA SAURO NAZARIO N.11",738,13.6856368564
389,164,0,0,"SCUOLA PRIMARIA ""PASCOLI"" VIA NETTUNO N.7",1200,13.6666666667
290,121,0,0,"SCUOLA PRIMARIA ""ROSOLINO PILO"" VIA LA FRANCA SEBASTIANO N.70",888,13.6261261261
207,115,0,0,"DIREZIONE DIDATTICA ""CAPUANA"" VIA NARBONE ALESSIO N.55",847,13.5773317591
413,150,0,0,"SCUOLA SEC. 1Ã?Â° GRADO ""ASTORINO"" VIA ASTORINO GERARDO N.21",1109,13.5256988278
419,134,0,0,"SCUOLA PRIMARIA ""BORGO ULIVIA"" VIA ORTIGIA N.19",992,13.5080645161
80,143,0,0,"SCUOLA SECOND. DI I GRADO ""MATTARELLA"" VIA BONAGIA N.14",1060,13.4905660377
262,127,0,0,"SCUOLA PRIMARIA ""RIZZO"" VIA SERGIO PAPA I N.21/D",942,13.4819532909
190,138,0,0,"SCUOLA PRIMARIA ""NUOVO PAGLIARELLI"" VIA VILLANI GIOVANNI N.40",1025,13.4634146341
287,130,0,0,"SCUOLA PRIMARIA ""CAVALLARI"" CORSO DEI MILLE N.793",966,13.4575569358
263,96,0,0,"SCUOLA PRIMARIA ""AMARI"" VIA INGRASSIA GIAN FILIPPO N.33",714,13.4453781513
539,108,0,0,"SCUOLA PRIMARIA ""AMARI"" VIA INGRASSIA GIAN FILIPPO N.33",805,13.4161490683
226,118,0,0,"DIREZIONE DIDATTICA ""CAPUANA"" VIA NARBONE ALESSIO N.55",881,13.3938706016
243,122,0,0,"SCUOLA PRIMARIA ""IGNAZIO BUTTITTA"" VIA CIMABUE GIOVANNI N.20",915,13.3333333333
371,133,0,0,"SCUOLA PRIM.E DELL'INFANZ.""BONANNO"" VIA PITRE' GIUSEPPE N.183",998,13.3266533066
120,119,0,0,"SCUOLA PRIMARIA ""MARVUGLIA"" VIA RALLO ALBERTO N.9",893,13.3258678611
490,112,0,0,"SCUOLA PRIM.""ILARIA ALPI""(A CROCEVERDE) CORSO DEI MILLE N.1672",841,13.3174791914
367,156,0,0,"SCUOLA PRIMARIA ""PASCOLI"" VIA NETTUNO N.7",1173,13.2992327366
541,121,0,0,"SCUOLA PRIMARIA ""BRAGAGLIA"" VIA BRAGAGLIA MARINELLA N.23",911,13.2821075741
256,107,0,0,"SCUOLA PRIMARIA ""LOMBARDO RADICE"" CORSO CALATAFIMI N.241",806,13.2754342432
86,145,0,0,"SCUOLA PRIMARIA ""PAULSEN"" P.LE CARPINO FRANCESCO CARD. N.3",1093,13.2662397072
497,118,0,0,"SCUOLA PRIMARIA ""DI BARTOLO"" LUNGOMARE COLOMBO CRISTOFORO N.240",890,13.2584269663
208,121,0,0,"SCUOLA PRIMARIA ""PALAGONIA"" VIA PRINCIPE DI PALAGONIA N.46",913,13.2530120482
270,111,0,0,"SCUOLA SECOND.DI I GRADO ""MAZZINI"" VIA DE MARIA FEDERICO N.36",841,13.1985731272
366,143,0,0,SCUOLA DELL'INFANZIA ZS 10 VIA PALAZZOTTO F.P. E G.B. N. 5,1084,13.1918819188
269,110,0,0,"SCUOLA PRIMARIA ""ROSOLINO PILO"" VIA LA FRANCA SEBASTIANO N.70",835,13.1736526946
356,132,0,0,"SCUOLA PRIMARIA ""BORGO ULIVIA"" VIA ORTIGIA N.19",1009,13.082259663
7,118,0,0,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16",905,13.0386740331
215,135,0,0,"SCUOLA SEC. 1Â° GRADO ""SALEMI"" VIA SALEMI FRANCESCO GEN. N.22",1037,13.0183220829
434,109,0,0,"SCUOLA PRIMARIA ""ROSMINI"" VIA CRUILLAS N.4",838,13.0071599045
239,131,0,0,"SCUOLA MATERNA COM.LE ""WHITAKER"" VIA GUERRAZZI F.SCO DOMENICO N.1",1010,12.9702970297
272,128,0,0,"SCUOLA SECOND.DI I GRADO ""MAZZINI"" VIA DE MARIA FEDERICO N.36",987,12.968591692
108,138,0,0,"SCUOLA PRIMARIA E DELL'INF. ""SALERNO"" VIA SALERNO N.19",1067,12.9334582943
214,125,0,0,"SCUOLA MATERNA COM.LE ""WHITAKER"" VIA GUERRAZZI F.SCO DOMENICO N.1",967,12.9265770424
538,125,0,0,"SCUOLA PRIMARIA ""SALGARI"" VIA PARATORE GIUSEPPE N.34",967,12.9265770424
598,109,0,0,"SCUOLA PRIMARIA ""RIZZO"" VIA SERGIO PAPA I N.21/D",844,12.9146919431
175,124,0,0,"SCUOLA PRIMARIA ""G. COSTA"" VIA UGHETTI GIOVANBATTISTA N.27",963,12.8764278297
553,125,0,0,"SCUOLA SECONDARIA I GRADO ""FEDERICO II"" VIA PIER DELLE VIGNE N.13",971,12.8733264676
522,127,0,0,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A",988,12.8542510121
42,100,0,0,"SCUOLA PRIMARIA ""SUNSERI"" VIA SUNSERI GIUSEPPE N.19",780,12.8205128205
384,133,0,0,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A",1039,12.8007699711
593,129,0,0,"SCUOLA PRIMARIA ""MEDAGLIE D'ORO"" VIA DEODATO PIER LUIGI N.7",1009,12.7849355798
438,114,0,0,"SCUOLA DELL'INFANZIA ""PALADINI"" PIAZZA CELLINI BENVENUTO N.4",892,12.7802690583
461,85,0,0,"SCUOLA SECOND.DI I GRADO ""BORGESE"" PIAZZA FERRINI CONTARDO N.13",666,12.7627627628
387,150,0,0,"SCUOLA PRIMARIA ""TEN. ONORATO"" VIA TACITO N.34",1176,12.7551020408
433,150,0,0,SCUOLA PRIMARIA SANTOCANALE Via Polibio 1/b,1181,12.7011007621
203,118,0,0,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16",933,12.6473740622
359,120,0,0,"SCUOLA PRIMARIA ""BORSELLINO"" LARGO CAMASTRA N.4",949,12.6448893572
504,129,0,0,"SCUOLA PRIMARIA ""VITTORINO DA FELTRE"" Corso Calatafimi n. 1035",1023,12.6099706745
570,100,0,0,"SCUOLA PRIMARIA ""MEDAGLIE D'ORO"" VIA DEODATO PIER LUIGI N.7",794,12.5944584383
583,103,0,0,"SCUOLA PRIMARIA ""AMARI"" VIA INGRASSIA GIAN FILIPPO N.33",818,12.5916870416
49,105,0,0,"SCUOLA DELL'INFANZIA ""DIAZ VECCHIO"" VIA REGINA MARIA DI SICILIA N.7",834,12.5899280576
383,111,0,0,"SCUOLA PRIMARIA ""TOMMASO NATALE"" VIA LIMONE N.19",882,12.5850340136
388,133,0,0,"SCUOLA PRIMARIA ""TEN. ONORATO"" VIA TACITO N.34",1057,12.582781457
408,121,0,0,"SCUOLA DELL'INFANZIA ""DIAZ VECCHIO"" VIA REGINA MARIA DI SICILIA N.7",962,12.577962578
13,145,0,0,SCUOLA ELEMENTARE FERRARA PIAZZA MAGIONE N.1,1155,12.5541125541
571,131,0,0,"SCUOLA DELL'INFANZIA""PASS.DEI PICCIOTTI"" PASSAGGIO DEI PICCIOTTI N.3",1044,12.5478927203
481,119,0,0,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40",949,12.5395152792
415,148,0,0,"SCUOLA SEC. 1Ã?Â° GRADO ""ASTORINO"" VIA ASTORINO GERARDO N.21",1181,12.5317527519
132,146,0,0,"SCUOLA SECONDARIA I GRADO ""FEDERICO II"" VIA PIER DELLE VIGNE N.13",1167,12.5107112254
119,108,0,0,"SCUOLA PRIMARIA ""LA MASA"" VIA LA MASA GIUSEPPE N.17",864,12.5
134,128,0,0,"SCUOLA PRIMARIA ""GABELLI"" VIA EUGENIO L'EMIRO N.30",1029,12.4392614189
590,113,0,0,"SCUOLA PRIMARIA ""F.P. PEREZ"" PIAZZA PEREZ FRANCESCO PAOLO N.1",909,12.4312431243
121,109,0,0,"SCUOLA PRIMARIA ""MONTEGRAPPA"" VIA ROCCELLA GUSTAVO N.37",877,12.4287343216
199,114,0,0,"SCUOLA PRIMARIA ""F.CRISPI"" INGR.PAD.1 VIA BARISANO DA TRANI N.7",920,12.3913043478
316,139,0,0,"SCUOLA DELL'INFANZIA""PASS.DEI PICCIOTTI"" PASSAGGIO DEI PICCIOTTI N.3",1122,12.3885918004
131,102,0,0,"SCUOLA PRIMARIA ""MARABITTI"" VIA SPEDALIERI NICOLO' N.52",824,12.3786407767
17,100,0,0,"SCUOLA PRIMARIA ""MARABITTI"" VIA SPEDALIERI NICOLO' N.52",808,12.3762376238
502,100,0,0,"SCUOLA PRIM.E DELL'INFANZ.""LAMBRUSCHINI"" VIA DON GIOVANNI MINZONI N.1",808,12.3762376238
79,132,0,0,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A",1067,12.3711340206
254,102,0,0,"SCUOLA PRIMARIA ""LOMBARDO RADICE"" CORSO CALATAFIMI N.241",825,12.3636363636
552,108,0,0,"SCUOLA SECOND.I GR.""TOMASI DI LAMPEDUSA"" VIALE LEONARDO DA VINCI N.504",874,12.356979405
156,118,0,0,"SCUOLA PRIMARIA ""MARVUGLIA"" VIA RALLO ALBERTO N.9",955,12.3560209424
69,128,0,0,"SCUOLA PRIMARIA ""CAVALLARI"" CORSO DEI MILLE N.793",1040,12.3076923077
562,104,0,0,"SCUOLA PRIMARIA ""RIZZO"" VIA SERGIO PAPA I N.21/D",846,12.293144208
322,138,0,0,"SCUOLA PRIMARIA ""NAZARIO SAURO"" VIALE AMEDEO D'AOSTA N.20",1124,12.2775800712
550,149,0,0,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T",1214,12.273476112
300,110,0,0,"SCUOLA PRIMARIA ""ROSOLINO PILO"" VIA LA FRANCA SEBASTIANO N.70",898,12.2494432071
579,121,0,0,"SCUOLA SECOND.I GR.""LEONARDO DA VINCI"" VIA SERRADIFALCO N.190",988,12.2469635628
130,108,0,0,"SCUOLA PRIMARIA ""NATOLI"" CORSO DEI MILLE N.1486",883,12.2310305776
333,116,0,0,"SCUOLA PRIMARIA ""F.SCO ORESTANO"" VIA S.CIRO N.48",950,12.2105263158
29,142,0,0,SCUOLA ELEMENTARE FERRARA PIAZZA MAGIONE N.1,1164,12.1993127148
456,139,0,0,"SCUOLA PRIMARIA ""NUOVO PAGLIARELLI"" VIA VILLANI GIOVANNI N.40",1140,12.1929824561
186,96,0,0,"SCUOLA PRIMARIA ""OBERDAN"" VIA SPICA PIETRO N.5",788,12.1827411168
54,108,0,0,"SCUOLA PRIMARIA ""CAVALLARI"" CORSO DEI MILLE N.793",889,12.1484814398
474,125,0,0,"SCUOLA PRIMARIA ""GABELLI"" VIA EUGENIO L'EMIRO N.30",1029,12.1477162293
222,120,0,0,"SCUOLA PRIMARIA ""MARVUGLIA"" VIA RALLO ALBERTO N.9",988,12.1457489879
150,108,0,0,"SCUOLA SECOND.I GR.""LEONARDO DA VINCI"" VIA SERRADIFALCO N.190",890,12.1348314607
205,115,0,0,"SCUOLA PRIMARIA ""COLOZZA"" VIA IMERA N.32",949,12.1180189673
482,107,0,0,"SCUOLA PRIMARIA ""G. COSTA"" VIA UGHETTI GIOVANBATTISTA N.27",884,12.1040723982
286,87,0,0,"SCUOLA PRIMARIA ""DEL VESPRO"" VIA OS.1 N.2",720,12.0833333333
133,87,0,0,"SCUOLA PRIM.E DELL'INF.""BAVIERA"" VIA BAVIERA GIOVANNI N.22",723,12.0331950207
536,97,0,0,"SCUOLA PRIMARIA ""G. COSTA"" VIA UGHETTI GIOVANBATTISTA N.27",807,12.019826518
453,83,0,0,"SCUOLA PRIMARIA ""ROSMINI"" VIA CRUILLAS N.4",691,12.011577424
8,115,0,0,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A",959,11.9916579771
3,111,0,0,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40",926,11.9870410367
28,106,0,0,"SCUOLA PRIMARIA ""BORSELLINO"" LARGO CAMASTRA N.4",885,11.9774011299
500,103,0,0,"SCUOLA PRIMARIA ""DE AMICIS E"" VIA SAURO NAZARIO N.11",860,11.976744186
14,97,0,0,"SCUOLA PRIMARIA ""PAULSEN"" P.LE CARPINO FRANCESCO CARD. N.3",810,11.975308642
5,94,0,0,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53",785,11.974522293
74,125,0,0,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4",1044,11.9731800766
390,131,0,0,"SCUOLA PRIMARIA ""PASCOLI"" VIA NETTUNO N.7",1096,11.9525547445
528,109,0,0,"SCUOLA PRIMARIA ""F.SCO ORESTANO"" VIA S.CIRO N.48",914,11.9256017505
449,100,0,0,"SCUOLA DELL'INFANZIA ""DIAZ VECCHIO"" VIA REGINA MARIA DI SICILIA N.7",839,11.9189511323
368,98,0,0,"SCUOLA SEC.I GR.""PR.SSA ELENA DI NAPOLI"" VIA USTICA N.46",823,11.907654921
424,104,0,0,"SCUOLA PRIMARIA ""MARABITTI"" VIA SPEDALIERI NICOLO' N.52",876,11.8721461187
99,118,0,0,"SCUOLA PRIMARIA ""SALGARI"" VIA PARATORE GIUSEPPE N.34",995,11.8592964824
588,82,0,0,"SCUOLA PRIMARIA ""PADRE PUGLISI"" VIA GIANNOTTA NICOLO' N.4",692,11.8497109827
437,127,0,0,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1",1072,11.8470149254
540,93,0,0,"SCUOLA PRIMARIA ""OBERDAN"" VIA SPICA PIETRO N.5",786,11.8320610687
377,131,0,0,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4",1110,11.8018018018
152,103,0,0,"SCUOLA PRIMARIA ""MARABITTI"" VIA SPEDALIERI NICOLO' N.52",873,11.7983963345
585,116,0,0,"SCUOLA PRIMARIA ""NATOLI"" CORSO DEI MILLE N.1486",985,11.7766497462
244,130,0,0,"SCUOLA PRIMARIA ""GABELLI"" VIA EUGENIO L'EMIRO N.30",1104,11.7753623188
378,144,0,0,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4",1224,11.7647058824
266,120,0,0,"SCUOLA PRIMARIA ""D'ANGELO PAOLO EMILIO"" VIA S.LORENZO N.295",1023,11.7302052786
220,108,0,0,"DIREZIONE DIDATTICA ""CAPUANA"" VIA NARBONE ALESSIO N.55",921,11.7263843648
597,119,0,0,"SCUOLA SEC.I GR.""PR.SSA ELENA DI NAPOLI"" VIA USTICA N.46",1015,11.724137931
35,138,0,0,SCUOLA PRIMARIA SANTOCANALE Via Polibio 1/b,1179,11.7048346056
285,99,0,0,"SCUOLA PRIMARIA ""TOMMASO NATALE"" VIA LIMONE N.19",847,11.6883116883
202,113,0,0,"SCUOLA PRIMARIA ""COLOZZA"" VIA IMERA N.32",967,11.6856256463
45,91,0,0,"SCUOLA PRIMARIA ""MONTEGRAPPA"" VIA ROCCELLA GUSTAVO N.37",780,11.6666666667
55,96,0,0,"SCUOLA PRIMARIA ""F.CRISPI"" INGR.PAD.2 VIA BARISANO DA TRANI N.7",825,11.6363636364
127,139,0,0,"SCUOLA ELEMENTARE ""CASTROGIOVANNI"" VIA CRISTODULO AMMMIRAGLIO N.3",1195,11.6317991632
273,97,0,0,"SCUOLA PRIMARIA ""LOMBARDO RADICE"" CORSO CALATAFIMI N.241",834,11.6306954436
418,103,0,0,"SCUOLA PRIMARIA ""DI BARTOLO"" LUNGOMARE COLOMBO CRISTOFORO N.240",888,11.5990990991
547,89,0,0,"SCUOLA SECOND.I GR.""LEONARDO DA VINCI"" VIA SERRADIFALCO N.190",769,11.5734720416
155,101,0,0,"SCUOLA PRIMARIA ""F.CRISPI"" INGR.PAD.1 VIA BARISANO DA TRANI N.7",873,11.56930126
420,117,0,0,"SCUOLA PRIMARIA ""RIZZO"" VIA SERGIO PAPA I N.21/D",1017,11.5044247788
51,113,0,0,"SCUOLA PRIMARIA E DELL'INF. ""SALERNO"" VIA SALERNO N.19",984,11.4837398374
265,83,0,0,"SCUOLA PRIMARIA ""DEL VESPRO"" VIA OS.1 N.2",724,11.4640883978
111,95,0,0,"SCUOLA PRIM. E DELL'INFANZ.""L.SCIASCIA"" VIA SMITH ADAMO N.19",829,11.4595898673
595,137,0,0,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1",1196,11.4548494983
1,126,0,0,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53",1100,11.4545454545
382,113,0,0,"SCUOLA PRIMARIA ""TOMMASO NATALE"" VIA LIMONE N.19",989,11.4256825076
223,72,0,0,"SCUOLA PRIMARIA ""ETTORE ARCULEO"" VIA SCHIFANI VITO N.3",631,11.410459588
299,87,0,0,"SCUOLA SECOND.DI I GR.""S.BOCCONE"" VIA DEL VESPRO N.72",763,11.4023591088
362,144,0,0,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30",1263,11.4014251781
291,80,0,0,"SCUOLA PRIMARIA ""DEL VESPRO"" VIA OS.1 N.2",702,11.396011396
521,98,0,0,"SCUOLA PRIMARIA ""BORSELLINO"" LARGO CAMASTRA N.4",861,11.3821138211
477,119,0,0,"SCUOLA PRIMARIA ""BIXIO"" VIA CASSARO N.2",1048,11.3549618321
455,114,0,0,"SCUOLA SECOND.I GR.""TOMASI DI LAMPEDUSA"" VIALE LEONARDO DA VINCI N.504",1005,11.3432835821
305,105,0,0,"SCUOLA PRIMARIA ""F.P. PEREZ"" PIAZZA PEREZ FRANCESCO PAOLO N.1",926,11.3390928726
446,103,0,0,"SCUOLA PRIMARIA ""DE AMICIS"" VIA ROSSO DI S.SECONDO N.1",909,11.3311331133
228,116,0,0,"SCUOLA PRIMARIA ""MEDAGLIE D'ORO"" VIA DEODATO PIER LUIGI N.7",1024,11.328125
112,111,0,0,"SCUOLA PRIM. E DELL'INFANZ.""L.SCIASCIA"" VIA SMITH ADAMO N.19",983,11.2919633774
281,89,0,0,"SCUOLA PRIMARIA ""GIOBERTI"" VIA LAZZARO CARMELO N.1",791,11.2515802781
284,98,0,0,"SCUOLA PRIMARIA ""GIOBERTI"" VIA LAZZARO CARMELO N.1",873,11.2256586483
258,121,0,0,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T",1082,11.1829944547
565,78,0,0,"SCUOLA PRIMARIA ""TOMMASO NATALE"" VIA LIMONE N.19",698,11.1747851003
587,123,0,0,"SCUOLA PRIMARIA ""BIXIO"" VIA CASSARO N.2",1101,11.1716621253
304,104,0,0,"SCUOLA PRIMARIA ""ROSOLINO PILO"" VIA LA FRANCA SEBASTIANO N.70",931,11.1707841031
520,105,0,0,"SCUOLA PRIMARIA ""BORSELLINO"" LARGO CAMASTRA N.4",940,11.170212766
529,113,0,0,"SCUOLA DELL'INFANZIA ""DIAZ VECCHIO"" VIA REGINA MARIA DI SICILIA N.7",1012,11.1660079051
349,135,0,0,"SCUOLA PRIMARIA ""VILLAGRAZIA"" VIA VILLAGRAZIA N.298",1213,11.1294311624
531,107,0,0,"SCUOLA PRIMARIA ""NAZARIO SAURO"" VIALE AMEDEO D'AOSTA N.20",962,11.1226611227
326,113,0,0,"SCUOLA PRIMARIA ""NATOLI"" CORSO DEI MILLE N.1486",1016,11.1220472441
206,114,0,0,"SCUOLA PRIMARIA ""COLOZZA"" VIA IMERA N.32",1025,11.1219512195
319,110,0,0,"SCUOLA DELL'INFANZIA ""DIAZ VECCHIO"" VIA REGINA MARIA DI SICILIA N.7",993,11.0775427996
599,101,0,0,"SCUOLA PRIMARIA ""F.CRISPI"" INGR.PAD.2 VIA BARISANO DA TRANI N.7",912,11.0745614035
374,111,0,0,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4",1003,11.0667996012
489,120,0,0,"SCUOLA PRIMARIA ""BIXIO"" VIA CASSARO N.2",1085,11.0599078341
279,82,0,0,"SCUOLA PRIMARIA ""LOMBARDO RADICE"" CORSO CALATAFIMI N.241",742,11.051212938
249,83,0,0,"SCUOLA PRIMARIA ""LOMBARDO RADICE"" CORSO CALATAFIMI N.241",756,10.9788359788
158,96,0,0,"SCUOLA PRIMARIA ""MARABITTI"" VIA SPEDALIERI NICOLO' N.52",876,10.9589041096
73,93,0,0,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16",850,10.9411764706
334,122,0,0,"SCUOLA PRIMARIA ""TOMASINO BARTOLOMEO"" VIA S.MARIA DI GESU' N.89",1116,10.9318996416
297,95,0,0,"SCUOLA PRIMARIA ""F.P. PEREZ"" PIAZZA PEREZ FRANCESCO PAOLO N.1",872,10.8944954128
423,104,0,0,"SCUOLA PRIMARIA ""TOMASINO BARTOLOMEO"" VIA S.MARIA DI GESU' N.89",955,10.890052356
523,80,0,0,"SCUOLA SECOND.DI I GRADO ""BORGESE"" PIAZZA FERRINI CONTARDO N.13",737,10.854816825
15,100,0,0,"SCUOLA PRIMARIA ""BORSELLINO"" LARGO CAMASTRA N.4",924,10.8225108225
448,85,0,0,"SCUOLA PRIMARIA ""DE AMICIS E"" VIA SAURO NAZARIO N.11",788,10.7868020305
57,131,0,0,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1",1215,10.7818930041
50,104,0,0,"SCUOLA PRIMARIA ""DE AMICIS E"" VIA SAURO NAZARIO N.11",965,10.7772020725
519,75,0,0,"SCUOLA PRIMARIA ""DE AMICIS"" VIA ROSSO DI S.SECONDO N.1",696,10.775862069
325,123,0,0,"SCUOLA PRIMARIA ""RANDAZZO"" VIA SPERONE N.79",1145,10.7423580786
323,105,0,0,"SCUOLA DELL'INFANZIA ""DIAZ VECCHIO"" VIA REGINA MARIA DI SICILIA N.7",984,10.6707317073
221,91,0,0,"DIREZIONE DIDATTICA ""CAPUANA"" VIA NARBONE ALESSIO N.55",853,10.6682297773
544,86,0,0,"SCUOLA PRIM.E DELL'INFANZ.""BONANNO"" VIA PITRE' GIUSEPPE N.183",807,10.6567534077
235,75,0,0,"SCUOLA PRIMARIA ""SCIPIONE DI CASTRO"" VIA DI CASTRO SCIPIONE N.22",704,10.6534090909
