sezione,votanti,votantiUomini,votantiDonne,ubicazione,numeroElettori,affluenzaPercentuale
516,553,289,264,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30",1298,42.6040061633
263,304,159,145,"SCUOLA PRIMARIA ""AMARI"" VIA INGRASSIA GIAN FILIPPO N.33",714,42.5770308123
500,365,183,182,"SCUOLA PRIMARIA ""DE AMICIS E"" VIA SAURO NAZARIO N.11",860,42.4418604651
105,353,192,161,"SCUOLA PRIMARIA E DELL'INF. ""SALERNO"" VIA SALERNO N.19",832,42.4278846154
279,314,159,155,"SCUOLA PRIMARIA ""LOMBARDO RADICE"" CORSO CALATAFIMI N.241",742,42.3180592992
334,472,241,231,"SCUOLA PRIMARIA ""TOMASINO BARTOLOMEO"" VIA S.MARIA DI GESU' N.89",1116,42.29390681
521,364,184,180,"SCUOLA PRIMARIA ""BORSELLINO"" LARGO CAMASTRA N.4",861,42.2764227642
83,522,275,247,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1",1235,42.2672064777
203,394,205,189,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16",933,42.2293676313
51,415,208,207,"SCUOLA PRIMARIA E DELL'INF. ""SALERNO"" VIA SALERNO N.19",984,42.174796748
460,444,238,206,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1",1053,42.1652421652
520,396,198,198,"SCUOLA PRIMARIA ""BORSELLINO"" LARGO CAMASTRA N.4",940,42.1276595745
502,340,176,164,"SCUOLA PRIM.E DELL'INFANZ.""LAMBRUSCHINI"" VIA DON GIOVANNI MINZONI N.1",808,42.0792079208
523,310,150,160,"SCUOLA SECOND.DI I GRADO ""BORGESE"" PIAZZA FERRINI CONTARDO N.13",737,42.0624151967
58,435,226,209,"SCUOLA PRIMARIA ""COLOZZA"" VIA IMERA N.32",1035,42.0289855072
317,486,257,229,"SCUOLA PRIMARIA ""NAZARIO SAURO"" VIALE AMEDEO D'AOSTA N.20",1159,41.932700604
5,329,179,150,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53",785,41.9108280255
196,448,232,216,"SCUOLA PRIMARIA E DELL'INF. ""SALERNO"" VIA SALERNO N.19",1069,41.9083255379
560,304,157,147,"SCUOLA SEC.I GR.""PR.SSA ELENA DI NAPOLI"" VIA USTICA N.46",726,41.8732782369
421,457,238,219,"SCUOLA PRIMARIA ""RIZZO"" VIA SERGIO PAPA I N.21/D",1092,41.8498168498
529,423,220,203,"SCUOLA DELL'INFANZIA ""DIAZ VECCHIO"" VIA REGINA MARIA DI SICILIA N.7",1012,41.7984189723
138,475,249,226,"SCUOLA PRIMARIA ""NATOLI"" CORSO DEI MILLE N.1486",1140,41.6666666667
322,468,235,233,"SCUOLA PRIMARIA ""NAZARIO SAURO"" VIALE AMEDEO D'AOSTA N.20",1124,41.6370106762
586,374,201,173,"SCUOLA PRIMARIA ""F.SCO ORESTANO"" VIA S.CIRO N.48",899,41.6017797553
7,376,188,188,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16",905,41.546961326
272,410,201,209,"SCUOLA SECOND.DI I GRADO ""MAZZINI"" VIA DE MARIA FEDERICO N.36",987,41.5400202634
366,450,224,226,SCUOLA DELL'INFANZIA ZS 10 VIA PALAZZOTTO F.P. E G.B. N. 5,1084,41.5129151292
439,407,210,197,"SCUOLA PRIMARIA ""DE AMICIS E"" VIA SAURO NAZARIO N.11",981,41.4882772681
585,408,212,196,"SCUOLA PRIMARIA ""NATOLI"" CORSO DEI MILLE N.1486",985,41.421319797
341,303,156,147,"SCUOLA PRIMARIA ""OBERDAN"" VIA SPICA PIETRO N.5",732,41.393442623
446,376,182,194,"SCUOLA PRIMARIA ""DE AMICIS"" VIA ROSSO DI S.SECONDO N.1",909,41.3641364136
587,455,236,219,"SCUOLA PRIMARIA ""BIXIO"" VIA CASSARO N.2",1101,41.3260672116
590,374,190,184,"SCUOLA PRIMARIA ""F.P. PEREZ"" PIAZZA PEREZ FRANCESCO PAOLO N.1",909,41.1441144114
304,383,191,192,"SCUOLA PRIMARIA ""ROSOLINO PILO"" VIA LA FRANCA SEBASTIANO N.70",931,41.1385606874
120,367,188,179,"SCUOLA PRIMARIA ""MARVUGLIA"" VIA RALLO ALBERTO N.9",893,41.0974244121
482,363,180,183,"SCUOLA PRIMARIA ""G. COSTA"" VIA UGHETTI GIOVANBATTISTA N.27",884,41.0633484163
348,478,255,223,"SCUOLA PRIMARIA ""BARONE DELLA SCALA"" BAGLIO BARONE DELLA SCALA N.22",1165,41.0300429185
228,420,221,199,"SCUOLA PRIMARIA ""MEDAGLIE D'ORO"" VIA DEODATO PIER LUIGI N.7",1024,41.015625
583,335,163,172,"SCUOLA PRIMARIA ""AMARI"" VIA INGRASSIA GIAN FILIPPO N.33",818,40.9535452323
207,346,192,154,"DIREZIONE DIDATTICA ""CAPUANA"" VIA NARBONE ALESSIO N.55",847,40.8500590319
540,321,166,155,"SCUOLA PRIMARIA ""OBERDAN"" VIA SPICA PIETRO N.5",786,40.8396946565
285,345,177,168,"SCUOLA PRIMARIA ""TOMMASO NATALE"" VIA LIMONE N.19",847,40.7319952774
320,400,212,188,"SCUOLA DELL'INFANZIA ""DIAZ VECCHIO"" VIA REGINA MARIA DI SICILIA N.7",984,40.6504065041
333,386,204,182,"SCUOLA PRIMARIA ""F.SCO ORESTANO"" VIA S.CIRO N.48",950,40.6315789474
326,412,215,197,"SCUOLA PRIMARIA ""NATOLI"" CORSO DEI MILLE N.1486",1016,40.5511811024
519,282,144,138,"SCUOLA PRIMARIA ""DE AMICIS"" VIA ROSSO DI S.SECONDO N.1",696,40.5172413793
15,374,196,178,"SCUOLA PRIMARIA ""BORSELLINO"" LARGO CAMASTRA N.4",924,40.4761904762
265,293,152,141,"SCUOLA PRIMARIA ""DEL VESPRO"" VIA OS.1 N.2",724,40.4696132597
41,339,173,166,"SCUOLA PRIMARIA ""VALVERDE"" VIA VALVERDE N.2",839,40.4052443385
597,410,209,201,"SCUOLA SEC.I GR.""PR.SSA ELENA DI NAPOLI"" VIA USTICA N.46",1015,40.39408867
126,417,213,204,"SCUOLA SECONDARIA I GRADO ""FEDERICO II"" VIA PIER DELLE VIGNE N.13",1033,40.3678606002
316,452,242,210,"SCUOLA DELL'INFANZIA""PASS.DEI PICCIOTTI"" PASSAGGIO DEI PICCIOTTI N.3",1122,40.2852049911
330,367,198,169,"SCUOLA PRIMARIA ""BIXIO"" VIA CASSARO N.2",912,40.2412280702
515,393,191,202,"SCUOLA PRIMARIA ""BORGO ULIVIA"" VIA ORTIGIA N.19",977,40.2251791198
581,415,221,194,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53",1032,40.2131782946
308,327,167,160,"SCUOLA PRIMARIA ""F.P. PEREZ"" PIAZZA PEREZ FRANCESCO PAOLO N.1",815,40.1226993865
132,468,230,238,"SCUOLA SECONDARIA I GRADO ""FEDERICO II"" VIA PIER DELLE VIGNE N.13",1167,40.1028277635
13,463,239,224,SCUOLA ELEMENTARE FERRARA PIAZZA MAGIONE N.1,1155,40.0865800866
82,479,254,225,"SCUOLA ELEMENTARE ""MANCINO"" VIA BELMONTE CHIAVELLI N.111/D",1195,40.0836820084
550,486,261,225,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T",1214,40.0329489292
588,277,140,137,"SCUOLA PRIMARIA ""PADRE PUGLISI"" VIA GIANNOTTA NICOLO' N.4",692,40.0289017341
294,311,162,149,"SCUOLA SECOND.DI I GR.""S.BOCCONE"" VIA DEL VESPRO N.72",777,40.0257400257
103,452,246,206,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1",1132,39.9293286219
274,307,153,154,"SCUOLA PRIMARIA ""MONTEGRAPPA"" VIA ROCCELLA GUSTAVO N.37",769,39.921976593
284,348,179,169,"SCUOLA PRIMARIA ""GIOBERTI"" VIA LAZZARO CARMELO N.1",873,39.8625429553
323,392,201,191,"SCUOLA DELL'INFANZIA ""DIAZ VECCHIO"" VIA REGINA MARIA DI SICILIA N.7",984,39.837398374
281,315,159,156,"SCUOLA PRIMARIA ""GIOBERTI"" VIA LAZZARO CARMELO N.1",791,39.8230088496
249,301,146,155,"SCUOLA PRIMARIA ""LOMBARDO RADICE"" CORSO CALATAFIMI N.241",756,39.8148148148
36,429,217,212,"SCUOLA PRIMARIA ""VALVERDE"" VIA VALVERDE N.2",1078,39.7959183673
154,385,190,195,"SCUOLA PRIMARIA ""MARABITTI"" VIA SPEDALIERI NICOLO' N.52",968,39.7727272727
528,363,191,172,"SCUOLA PRIMARIA ""F.SCO ORESTANO"" VIA S.CIRO N.48",914,39.715536105
89,321,161,160,"SCUOLA PRIMARIA E DELL'INF. ""NUCCIO"" VIA MONGITORE ANTONINO N.4",809,39.6786155748
271,435,218,217,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T",1097,39.6536007293
6,422,219,203,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T",1065,39.6244131455
150,351,169,182,"SCUOLA SECOND.I GR.""LEONARDO DA VINCI"" VIA SERRADIFALCO N.190",890,39.4382022472
73,335,172,163,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16",850,39.4117647059
315,334,172,162,"SCUOLA PRIMARIA ""CAVALLARI"" CORSO DEI MILLE N.793",848,39.3867924528
112,387,194,193,"SCUOLA PRIM. E DELL'INFANZ.""L.SCIASCIA"" VIA SMITH ADAMO N.19",983,39.3692777213
531,378,200,178,"SCUOLA PRIMARIA ""NAZARIO SAURO"" VIALE AMEDEO D'AOSTA N.20",962,39.2931392931
258,425,218,207,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T",1082,39.2791127542
158,344,178,166,"SCUOLA PRIMARIA ""MARABITTI"" VIA SPEDALIERI NICOLO' N.52",876,39.2694063927
29,457,243,214,SCUOLA ELEMENTARE FERRARA PIAZZA MAGIONE N.1,1164,39.2611683849
524,382,206,176,"SCUOLA PRIMARIA ""F.CRISPI"" INGR.PAD.2 VIA BARISANO DA TRANI N.7",973,39.260020555
275,318,169,149,"ISTITUTO COMPRENSIVO ""FALCONE"" VIA BASILE ERNESTO N.170",811,39.2108508015
338,429,227,202,"SCUOLA PRIMARIA ""OBERDAN"" VIA SPICA PIETRO N.5",1098,39.0710382514
211,369,192,177,"SCUOLA PRIMARIA ""COLOZZA"" VIA IMERA N.32",946,39.0063424947
292,265,136,129,"SCUOLA SECOND.DI I GR.""S.BOCCONE"" VIA DEL VESPRO N.72",681,38.9133627019
8,373,189,184,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A",959,38.8946819604
286,280,147,133,"SCUOLA PRIMARIA ""DEL VESPRO"" VIA OS.1 N.2",720,38.8888888889
166,361,170,191,"SCUOLA PRIMARIA ""MARVUGLIA"" VIA RALLO ALBERTO N.9",932,38.7339055794
342,400,217,183,"SCUOLA PRIMARIA ""BORGO ULIVIA"" VIA ORTIGIA N.19",1033,38.7221684414
299,295,151,144,"SCUOLA SECOND.DI I GR.""S.BOCCONE"" VIA DEL VESPRO N.72",763,38.6631716907
327,405,210,195,"SCUOLA DELL'INFANZIA ""DIAZ VECCHIO"" VIA REGINA MARIA DI SICILIA N.7",1048,38.6450381679
206,396,199,197,"SCUOLA PRIMARIA ""COLOZZA"" VIA IMERA N.32",1025,38.6341463415
55,318,171,147,"SCUOLA PRIMARIA ""F.CRISPI"" INGR.PAD.2 VIA BARISANO DA TRANI N.7",825,38.5454545455
59,389,200,189,"SCUOLA PRIMARIA ""CAVALLARI"" CORSO DEI MILLE N.793",1010,38.5148514851
16,366,191,175,"SCUOLA SECOND.I GRADO ""PIRANDELLO"" VIA DELL'USIGNOLO N.5",951,38.4858044164
1,423,217,206,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53",1100,38.4545454545
3,356,186,170,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40",926,38.444924406
257,349,183,166,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16",913,38.2256297919
37,376,196,180,"SCUOLA PRIMARIA ""VALVERDE"" VIA VALVERDE N.2",986,38.1338742394
71,386,191,195,"SCUOLA PRIMARIA ""F.CRISPI"" INGR.PAD.1 VIA BARISANO DA TRANI N.7",1014,38.067061144
551,332,171,161,"SCUOLA PRIMARIA ""BORSELLINO"" LARGO CAMASTRA N.4",875,37.9428571429
380,434,226,208,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T",1144,37.9370629371
111,314,166,148,"SCUOLA PRIM. E DELL'INFANZ.""L.SCIASCIA"" VIA SMITH ADAMO N.19",829,37.876960193
202,366,189,177,"SCUOLA PRIMARIA ""COLOZZA"" VIA IMERA N.32",967,37.8490175801
47,344,177,167,"SCUOLA DELL'INFANZIA""PASS.DEI PICCIOTTI"" PASSAGGIO DEI PICCIOTTI N.3",912,37.7192982456
300,338,173,165,"SCUOLA PRIMARIA ""ROSOLINO PILO"" VIA LA FRANCA SEBASTIANO N.70",898,37.6391982183
159,347,184,163,"SCUOLA PRIMARIA ""MARVUGLIA"" VIA RALLO ALBERTO N.9",922,37.6355748373
188,381,193,188,"SCUOLA PRIMARIA ""BORGO ULIVIA"" VIA ORTIGIA N.19",1020,37.3529411765
232,328,166,162,"SCUOLA PRIMARIA E DELL'INF.""IEVOLELLA"" VIA SERRADIFALCO N.3",879,37.3151308305
297,325,169,156,"SCUOLA PRIMARIA ""F.P. PEREZ"" PIAZZA PEREZ FRANCESCO PAOLO N.1",872,37.2706422018
164,348,180,168,"SCUOLA PRIMARIA ""MARVUGLIA"" VIA RALLO ALBERTO N.9",934,37.2591006424
477,390,226,164,"SCUOLA PRIMARIA ""BIXIO"" VIA CASSARO N.2",1048,37.213740458
556,307,158,149,"SCUOLA PRIMARIA ""MATTARELLA"" VIALE DI VITTORIO GIUSEPPE N.7",825,37.2121212121
162,304,146,158,"SCUOLA SECOND.I GRADO ""DANTE ALIGHIERI"" VIA MARTURANO RUGGERO N.79",817,37.2093023256
220,341,173,168,"DIREZIONE DIDATTICA ""CAPUANA"" VIA NARBONE ALESSIO N.55",921,37.0249728556
427,357,184,173,"SCUOLA PRIMARIA ""MARABITTI"" VIA SPEDALIERI NICOLO' N.52",966,36.9565217391
332,351,190,161,"SCUOLA PRIMARIA ""F.SCO ORESTANO"" VIA S.CIRO N.48",956,36.7154811715
441,284,136,148,"SCUOLA PRIMARIA E DELL'INF.""IEVOLELLA"" VIA SERRADIFALCO N.3",776,36.5979381443
306,302,152,150,"SCUOLA SECOND.DI I GR.""S.BOCCONE"" VIA DEL VESPRO N.72",826,36.5617433414
31,357,191,166,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16",979,36.4657814096
229,358,193,165,"SCUOLA PRIMARIA ""F.SCO ORESTANO"" VIA S.CIRO N.48",984,36.3821138211
417,256,118,138,"SCUOLA PRIMARIA ""PADRE PUGLISI"" VIA GIANNOTTA NICOLO' N.4",705,36.3120567376
572,386,195,191,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16",1064,36.2781954887
289,316,171,145,"SCUOLA PRIMARIA ""GIOBERTI"" VIA LAZZARO CARMELO N.1",872,36.2385321101
496,281,154,127,"SCUOLA PRIMARIA ""AMARI"" VIA INGRASSIA GIAN FILIPPO N.33",777,36.1647361647
379,234,110,124,"SCUOLA PRIMARIA ""PADRE PUGLISI"" VIA GIANNOTTA NICOLO' N.4",649,36.0554699538
309,322,185,137,"SCUOLA PRIMARIA ""F.P. PEREZ"" PIAZZA PEREZ FRANCESCO PAOLO N.1",898,35.8574610245
298,249,132,117,"SCUOLA SECOND.DI I GR.""S.BOCCONE"" VIA DEL VESPRO N.72",695,35.8273381295
160,310,154,156,"SCUOLA PRIMARIA ""MARVUGLIA"" VIA RALLO ALBERTO N.9",867,35.7554786621
43,302,164,138,"SCUOLA PRIMARIA ""VALVERDE"" VIA VALVERDE N.2",846,35.6973995272
227,318,184,134,"SCUOLA PRIMARIA ""MEDAGLIE D'ORO"" VIA DEODATO PIER LUIGI N.7",891,35.6902356902
473,323,172,151,"SCUOLA SEC.I GR.""PR.SSA ELENA DI NAPOLI"" VIA USTICA N.46",909,35.5335533553
318,358,195,163,"SCUOLA PRIMARIA ""NAZARIO SAURO"" VIALE AMEDEO D'AOSTA N.20",1011,35.4104846686
566,291,154,137,"SCUOLA SEC.I GR.""PR.SSA ELENA DI NAPOLI"" VIA USTICA N.46",823,35.3584447145
57,428,222,206,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1",1215,35.2263374486
582,293,142,151,"SCUOLA PRIMARIA E DELL'INF. ""NUCCIO"" VIA MONGITORE ANTONINO N.4",832,35.2163461538
305,324,162,162,"SCUOLA PRIMARIA ""F.P. PEREZ"" PIAZZA PEREZ FRANCESCO PAOLO N.1",926,34.9892008639
440,263,142,121,"SCUOLA PRIMARIA E DELL'INF.""IEVOLELLA"" VIA SERRADIFALCO N.3",752,34.9734042553
139,350,178,172,"SCUOLA SECONDARIA I GRADO ""FEDERICO II"" VIA PIER DELLE VIGNE N.13",1007,34.7567030785
425,330,168,162,"SCUOLA PRIMARIA ""MARABITTI"" VIA SPEDALIERI NICOLO' N.52",954,34.5911949686
129,369,187,182,"SCUOLA SEC.I GR.""PR.SSA ELENA DI NAPOLI"" VIA USTICA N.46",1069,34.5182413471
245,285,156,129,"SCUOLA PRIMARIA ""SCIPIONE DI CASTRO"" VIA DI CASTRO SCIPIONE N.22",828,34.4202898551
98,266,131,135,"SCUOLA PRIMARIA E DELL'INF. ""NUCCIO"" VIA MONGITORE ANTONINO N.4",774,34.3669250646
592,374,190,184,"SCUOLA PRIMARIA ""BORGO ULIVIA"" VIA ORTIGIA N.19",1091,34.2804766269
457,342,182,160,"SCUOLA SECOND. DI I GRADO ""MATTARELLA"" VIA BONAGIA N.14",998,34.2685370741
303,336,166,170,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40",982,34.215885947
135,367,202,165,"SCUOLA SECONDARIA I GRADO ""FEDERICO II"" VIA PIER DELLE VIGNE N.13",1073,34.2031686859
95,271,143,128,"SCUOLA PRIMARIA E DELL'INF. ""NUCCIO"" VIA MONGITORE ANTONINO N.4",794,34.1309823678
267,290,147,143,"SCUOLA PRIMARIA ""AMARI"" VIA INGRASSIA GIAN FILIPPO N.33",851,34.0775558167
324,351,186,165,"SCUOLA PRIMARIA ""RANDAZZO"" VIA SPERONE N.79",1035,33.9130434783
291,237,131,106,"SCUOLA PRIMARIA ""DEL VESPRO"" VIA OS.1 N.2",702,33.7606837607
277,295,158,137,"ISTITUTO COMPRENSIVO ""FALCONE"" VIA BASILE ERNESTO N.170",876,33.6757990868
580,380,201,179,"SCUOLA PRIM. E DELL'INFANZ.""L.SCIASCIA"" VIA SMITH ADAMO N.19",1138,33.3919156415
280,370,195,175,"SCUOLA PRIMARIA ""BORGO ULIVIA"" VIA ORTIGIA N.19",1116,33.1541218638
443,250,134,116,"SCUOLA PRIMARIA ""DE AMICIS"" VIA ROSSO DI S.SECONDO N.1",756,33.0687830688
354,314,175,139,"SCUOLA PRIMARIA ""F.SCO ORESTANO"" VIA S.CIRO N.48",955,32.8795811518
373,238,119,119,"SCUOLA SEC.I GR.""PR.SSA ELENA DI NAPOLI"" VIA USTICA N.46",725,32.8275862069
527,270,126,144,"SCUOLA SECOND.I GRADO ""PIRANDELLO"" VIA DELL'USIGNOLO N.5",824,32.7669902913
85,298,165,133,ISTITUTO MAGISTRALE REGINA MARGHERITA PIAZZA CASA PROFESSA N.3/B,918,32.4618736383
402,303,164,139,"SCUOLA SEC.I GR.""PR.SSA ELENA DI NAPOLI"" VIA USTICA N.46",940,32.2340425532
75,285,133,152,"SCUOLA PRIMARIA ""F.CRISPI"" INGR.PAD.1 VIA BARISANO DA TRANI N.7",885,32.2033898305
140,341,178,163,"SCUOLA SECONDARIA I GRADO ""FEDERICO II"" VIA PIER DELLE VIGNE N.13",1061,32.1394910462
235,224,126,98,"SCUOLA PRIMARIA ""SCIPIONE DI CASTRO"" VIA DI CASTRO SCIPIONE N.22",704,31.8181818182
591,291,168,123,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34",917,31.73391494
76,353,179,174,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1",1123,31.4336598397
301,245,137,108,"SCUOLA SECOND.DI I GR.""S.BOCCONE"" VIA DEL VESPRO N.72",785,31.2101910828
247,272,145,127,"SCUOLA PRIMARIA ""LOMBARDO RADICE"" CORSO CALATAFIMI N.241",884,30.7692307692
447,251,136,115,"SCUOLA PRIMARIA ""DE AMICIS"" VIA ROSSO DI S.SECONDO N.1",817,30.7221542228
53,271,153,118,"SCUOLA PRIMARIA ""GIOBERTI"" VIA LAZZARO CARMELO N.1",886,30.5869074492
476,244,136,108,"SCUOLA PRIMARIA ""BORSELLINO"" LARGO CAMASTRA N.4",801,30.4619225968
442,270,136,134,"SCUOLA PRIMARIA ""DE AMICIS E"" VIA SAURO NAZARIO N.11",891,30.303030303
246,260,150,110,"SCUOLA PRIMARIA ""SCIPIONE DI CASTRO"" VIA DI CASTRO SCIPIONE N.22",863,30.1274623407
12,339,171,168,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1",1138,29.7891036907
242,255,136,119,"SCUOLA PRIMARIA ""SCIPIONE DI CASTRO"" VIA DI CASTRO SCIPIONE N.22",857,29.7549591599
115,225,121,104,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34",760,29.6052631579
19,358,186,172,"SCUOLA PRIMARIA ""OBERDAN"" VIA SPICA PIETRO N.5",1210,29.5867768595
259,225,123,102,"SCUOLA PRIMARIA ""DEL VESPRO"" VIA OS.1 N.2",763,29.4888597641
564,304,156,148,"SCUOLA PRIM. E DELL'INFANZ.""L.SCIASCIA"" VIA SMITH ADAMO N.19",1034,29.4003868472
406,273,139,134,"SCUOLA PRIMARIA ""MATTARELLA"" VIALE DI VITTORIO GIUSEPPE N.7",972,28.0864197531
335,293,149,144,"SCUOLA PRIMARIA ""F.SCO ORESTANO"" VIA S.CIRO N.48",1058,27.6937618147
483,225,111,114,"SCUOLA PRIMARIA ""MATTARELLA"" VIALE DI VITTORIO GIUSEPPE N.7",822,27.3722627737
594,258,131,127,"SCUOLA PRIMARIA ""G. COSTA"" VIA UGHETTI GIOVANBATTISTA N.27",957,26.9592476489
114,227,122,105,ISTITUTO MAGISTRALE REGINA MARGHERITA PIAZZA CASA PROFESSA N.3/B,853,26.611957796
475,219,104,115,"SCUOLA PRIMARIA ""MATTARELLA"" VIALE DI VITTORIO GIUSEPPE N.7",833,26.2905162065
337,286,158,128,"SCUOLA PRIMARIA ""OBERDAN"" VIA SPICA PIETRO N.5",1100,26.0
288,198,98,100,"SCUOLA PRIMARIA ""MATTARELLA"" VIALE DI VITTORIO GIUSEPPE N.7",766,25.8485639687
136,253,144,109,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34",984,25.7113821138
241,217,114,103,"SCUOLA PRIMARIA ""SCIPIONE DI CASTRO"" VIA DI CASTRO SCIPIONE N.22",872,24.8853211009
410,209,111,98,"SCUOLA PRIMARIA ""MATTARELLA"" VIALE DI VITTORIO GIUSEPPE N.7",854,24.4730679157
399,270,154,116,"SCUOLA PRIM. E DELL'INFANZ.""L.SCIASCIA"" VIA SMITH ADAMO N.19",1111,24.302430243
10,229,121,108,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34",946,24.2071881607
534,256,136,120,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34",1063,24.082784572
146,399,191,208,"SCUOLA PRIMARIA ""ETTORE ARCULEO"" VIA SCHIFANI VITO N.3",1708,23.3606557377
339,256,133,123,"SCUOLA PRIMARIA ""G. COSTA"" VIA UGHETTI GIOVANBATTISTA N.27",1099,23.2939035487
72,270,151,119,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1",1185,22.7848101266
569,163,84,79,"SCUOLA PRIMARIA ""MATTARELLA"" VIALE DI VITTORIO GIUSEPPE N.7",751,21.7043941411
480,233,128,105,"SCUOLA PRIM. E DELL'INFANZ.""L.SCIASCIA"" VIA SMITH ADAMO N.19",1144,20.3671328671
493,195,107,88,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34",1051,18.5537583254
67,93,57,36,ISTITUTO MAGISTRALE REGINA MARGHERITA PIAZZA CASA PROFESSA N.3/B,789,11.7870722433
63,104,56,48,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1",1909,5.4478784704
